,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,train_rmse_mean,train_rmse_std,val_rmse_mean,val_rmse_std
20,25.0,sqrt,1,3,350,183.92775180881287,4.063110033284913,541.3752579209039,58.96389079367789
21,25.0,sqrt,1,4,250,204.24316584517592,5.314414371746215,531.4327812635091,58.63316774971762
22,25.0,sqrt,1,4,300,203.35591828800708,5.2049341949227435,532.4136789959456,58.329228444326674
23,25.0,sqrt,1,4,350,203.0546553186522,4.549208707406112,533.8574829873318,58.82954510019813
24,25.0,sqrt,1,5,250,221.14662351801599,5.427664918029144,542.0051422337223,56.29803230393369
25,25.0,sqrt,1,5,300,219.83334194355746,4.977569228004858,542.792636000799,54.820718388430635
26,25.0,sqrt,1,5,350,220.26714555831268,4.611836749301003,543.5294919628432,56.12117028441441
27,25.0,log2,1,3,250,188.5010371320321,4.057556320401589,540.180413375256,56.12711315071662
28,25.0,log2,1,3,300,187.40761603721296,3.670090469611509,540.7094276084167,56.813093691581855
29,25.0,log2,1,3,350,187.39020919578104,2.6950413932453,538.6479131934881,57.9999545386761
30,25.0,log2,1,4,250,207.61825304904605,5.038110423678143,541.1204182960108,61.28109135493039
31,25.0,log2,1,4,300,206.5017453998386,4.989531956315585,541.5536943193151,62.10038032289592
32,25.0,log2,1,4,350,206.72335147630872,4.448799591796317,541.2075161245242,62.172943688735224
33,25.0,log2,1,5,250,226.8557990903655,5.904144977500299,538.8114709873585,56.167455567198616
34,25.0,log2,1,5,300,225.99204908608738,5.376294656825627,539.3517181202802,54.83991390635254
35,25.0,log2,1,5,350,226.3732549471422,4.52745087736993,541.0524445349586,54.70552413033797
36,30.0,sqrt,1,3,250,185.6364111065008,4.463309032549746,547.0060872541429,59.67594093464574
37,30.0,sqrt,1,3,300,183.73184413331458,4.163608974680964,543.4636548000567,59.49098546339293
38,30.0,sqrt,1,3,350,183.90418818852538,4.048745363970725,541.1717198086068,59.166361180292775
39,30.0,sqrt,1,4,250,204.24579247564284,5.315659279179508,531.436503044929,58.62914165293209
40,30.0,sqrt,1,4,300,203.3575557008428,5.205721663299689,532.4171946773116,58.32532455338697
41,30.0,sqrt,1,4,350,203.05547032557047,4.549457656532563,533.8609962868459,58.82574243988829
42,30.0,sqrt,1,5,250,221.14662351801599,5.427664918029144,542.0051422337223,56.29803230393369
43,30.0,sqrt,1,5,300,219.83334194355746,4.977569228004858,542.792636000799,54.820718388430635
44,30.0,sqrt,1,5,350,220.26714555831268,4.611836749301003,543.5294919628432,56.12117028441441
45,30.0,log2,1,3,250,188.5010371320321,4.057556320401589,540.180413375256,56.12711315071662
46,30.0,log2,1,3,300,187.40761603721296,3.670090469611509,540.7094276084167,56.813093691581855
47,30.0,log2,1,3,350,187.39020919578104,2.6950413932453,538.6479131934881,57.9999545386761
48,30.0,log2,1,4,250,207.6211536358508,5.040837999264272,541.1204182960108,61.28109135493039
49,30.0,log2,1,4,300,206.50415305279958,4.9923723596500915,541.5536943193151,62.10038032289592
50,30.0,log2,1,4,350,206.72530539831007,4.451367263838285,541.2075161245242,62.172943688735224
51,30.0,log2,1,5,250,226.87779506876893,5.89301686763655,538.8201370053657,56.18501188878478
52,30.0,log2,1,5,300,226.00982401563297,5.364432616519024,539.3616693025837,54.860320670490914
53,30.0,log2,1,5,350,226.38908337633507,4.514846362411095,541.0609929033841,54.722974850958195
54,,sqrt,1,3,250,185.6364111065008,4.463309032549746,547.0060872541429,59.67594093464574
55,,sqrt,1,3,300,183.73184413331458,4.163608974680964,543.4636548000567,59.49098546339293
56,,sqrt,1,3,350,183.90418818852538,4.048745363970725,541.1717198086068,59.166361180292775
57,,sqrt,1,4,250,204.24579247564284,5.315659279179508,531.436503044929,58.62914165293209
58,,sqrt,1,4,300,203.3575557008428,5.205721663299689,532.4171946773116,58.32532455338697
59,,sqrt,1,4,350,203.05547032557047,4.549457656532563,533.8609962868459,58.82574243988829
60,,sqrt,1,5,250,221.14662351801599,5.427664918029144,542.0051422337223,56.29803230393369
61,,sqrt,1,5,300,219.83334194355746,4.977569228004858,542.792636000799,54.820718388430635
62,,sqrt,1,5,350,220.26714555831268,4.611836749301003,543.5294919628432,56.12117028441441
63,,log2,1,3,250,188.5010371320321,4.057556320401589,540.180413375256,56.12711315071662
64,,log2,1,3,300,187.40761603721296,3.670090469611509,540.7094276084167,56.813093691581855
65,,log2,1,3,350,187.39020919578104,2.6950413932453,538.6479131934881,57.9999545386761
66,,log2,1,4,250,207.6211536358508,5.040837999264272,541.1204182960108,61.28109135493039
67,,log2,1,4,300,206.50415305279958,4.9923723596500915,541.5536943193151,62.10038032289592
68,,log2,1,4,350,206.72530539831007,4.451367263838285,541.2075161245242,62.172943688735224
69,,log2,1,5,250,226.87779506876893,5.89301686763655,538.8201370053657,56.18501188878478
70,,log2,1,5,300,226.00982401563297,5.364432616519024,539.3616693025837,54.860320670490914
71,,log2,1,5,350,226.38908337633507,4.514846362411095,541.0609929033841,54.722974850958195
