,temp,atemp,hum,wind,temp_sq,hum_sq,wind_sq,temp_x_hum,temp_x_wind,atemp_x_hum,month,dayofweek,weekend,dayofyear,sin_doy_1,cos_doy_1,sin_doy_2,cos_doy_2,sin_doy_3,cos_doy_3,wcond_2,wcond_3,count
15,4.6,7.4,49.38,10.27,21.159999999999997,2438.3844000000004,105.4729,227.148,47.242,365.41200000000003,1,5,1,15,0.255353295116187,0.9668478136052775,0.4937755501599772,0.869589389346611,0.6994583270516471,0.7146733860429609,True,False,1252
16,4.5,6.7,47.89,12.25,20.25,2293.4521,150.0625,215.505,55.125,320.863,1,6,1,16,0.2719581575341055,0.9623090774541486,0.5234156073655503,0.8520775211013093,0.7354170229639855,0.6776147890466889,False,False,1201
17,2.2,3.8,53.21,12.61,4.840000000000001,2831.3041000000003,159.01209999999998,117.06200000000001,27.742,202.198,1,0,0,17,0.288482432880609,0.9574851883550393,0.5524353131676196,0.8335557718385699,0.7694148268839378,0.6387494220515272,True,False,999
18,3.9,6.6,85.31,9.54,15.209999999999999,7277.7961000000005,91.01159999999999,332.709,37.205999999999996,563.0459999999999,1,1,0,18,0.30492122465628907,0.9523775757303974,0.5808002734538009,0.8140460935082178,0.8013610881746766,0.5981809144059164,True,False,678
19,7.0,9.9,73.43,13.54,49.0,5391.964900000001,183.33159999999998,514.01,94.78,726.9570000000001,1,2,0,19,0.3212696616923644,0.9469877530760753,0.6084768701151261,0.7935716089521474,0.8311706263658079,0.5560174366570446,True,False,1646
20,5.7,7.8,53.29,12.73,32.49,2839.8241,162.05290000000002,303.753,72.561,415.662,1,3,0,20,0.3375228995941133,0.9413173175128471,0.6354323008901774,0.7721565844991642,0.8587639582758029,0.5123714121284237,True,False,1925
21,2.3,2.9,45.25,22.96,5.289999999999999,2047.5625,527.1616,104.07499999999999,52.808,131.225,1,4,0,21,0.3536761221763716,0.9353679493131483,0.6616346182422783,0.7498264012045686,0.8840675099433636,0.4673592171580022,False,False,1540
22,-2.6,-1.0,39.6,11.18,6.760000000000001,1568.16,124.99239999999999,-102.96000000000001,-29.068,-39.6,1,5,1,22,0.3697245428906731,0.9291414114031743,0.6870527672236669,0.7266075247685656,0.9070138128026359,0.4211008707960896,False,False,979
23,-1.0,-0.1,43.22,16.03,1.0,1867.9684,256.96090000000004,-43.22,-16.03,-4.322,1,6,1,23,0.38566340624360707,0.9226395488404876,0.7116566222817746,0.7025274741691571,0.9275416835791966,0.37371971479046906,False,False,981
24,-1.0,0.9,48.68,10.29,1.0,2369.7424,105.88409999999999,-48.68,-10.29,43.812,1,0,0,24,0.401487989205973,0.9158642882672872,0.7354170229639855,0.6776147890466889,0.9455963874271426,0.3253420847119801,False,False,1410
25,4.2,6.7,61.08,8.44,17.64,3730.7664,71.2336,256.536,35.448,409.236,1,1,0,25,0.4171936026123168,0.9088176373395029,0.7583058084785624,0.6518989958787126,0.9611297838723007,0.27609697309746883,True,False,1983
26,3.9,5.2,85.39,19.1,15.209999999999999,7291.4521,364.81000000000006,333.021,74.49000000000001,444.028,1,2,0,26,0.4327755925504312,0.901501684131884,0.7802958510707755,0.6254105729852463,0.9741004551724205,0.22611568550828828,False,True,501
27,3.0,6.0,68.06,7.4,9.0,4632.1636,54.760000000000005,204.18,22.200000000000003,408.36,1,3,0,27,0.4482293417404106,0.893918596519257,0.8013610881746766,0.5981809144059164,0.9844738167520922,0.1755314904214282,False,False,428
28,3.3,6.2,78.51,8.01,10.889999999999999,6163.820100000001,64.1601,259.083,26.432999999999996,486.76200000000006,1,4,0,28,0.4635502709028509,0.886070621534138,0.8214765533024142,0.5702422926917871,0.9922222094179323,0.12447926388678915,True,False,1164
29,3.1,5.6,64.52,9.45,9.610000000000001,4162.8304,89.30249999999998,200.012,29.294999999999998,361.31199999999995,1,5,1,29,0.47873384011578846,0.8779600847008882,0.8406184056344782,0.5416278206559814,0.9973249731081555,0.07309512989807777,False,False,1094
30,3.9,7.5,71.5,4.81,15.209999999999999,5112.25,23.136099999999995,278.84999999999997,18.758999999999997,536.25,1,6,1,30,0.4937755501599772,0.869589389346611,0.8587639582758029,0.5123714121284237,0.9997685019798909,0.021516097436222254,False,False,1095
31,2.4,4.3,59.77,12.17,5.76,3572.4529,148.1089,143.448,29.208,257.011,1,0,0,31,0.5086709438521044,0.8609610158889943,0.8758917051442429,0.48250774176121847,0.9995462806873573,-0.030120304846908114,True,False,1498
32,2.9,6.7,82.13,3.46,8.41,6745.336899999999,11.9716,238.177,10.033999999999999,550.271,2,1,0,32,0.5234156073655503,0.8520775211013093,0.8919813464595485,0.45207220393230435,0.9966589017541702,-0.08167639533042241,True,False,1354
33,5.7,7.7,76.77,17.18,32.49,5893.6329,295.1524,437.589,97.926,591.129,2,2,0,33,0.5380051715382996,0.8429415373547828,0.9070138128026359,0.4211008707960896,0.9911140639934547,-0.1330147065341959,True,False,1524
34,2.7,3.9,43.34,18.05,7.290000000000001,1878.3556000000003,325.8025,117.01800000000001,48.73500000000001,169.026,2,3,0,34,0.5524353131676196,0.8335557718385699,0.9209712877166346,0.38963044953078796,0.9829265519799822,-0.18399835165768005,False,False,1548
35,3.7,6.4,57.94,8.31,13.690000000000001,3357.0435999999995,69.05610000000001,214.37800000000001,30.747000000000003,370.81600000000003,2,4,0,35,0.5667017562911176,0.8239230057575542,0.9338372288229252,0.35769823883312546,0.9721181966290613,-0.23449138957040985,True,False,1707
36,4.6,7.2,91.99,10.47,21.159999999999997,8462.1601,109.62090000000002,423.15399999999994,48.162,662.328,2,5,1,36,0.5808002734538009,0.8140460935082178,0.9455963874271426,0.3253420847119801,0.9587178169872964,-0.2843591872810034,True,False,1001
37,6.7,9.6,56.26,9.22,44.89,3165.1875999999997,85.00840000000001,376.942,61.77400000000001,540.096,2,6,1,37,0.5947266869607634,0.8039279618328213,0.9562348265919056,0.29260033563334836,0.9427611433904207,-0.3334687789181868,False,False,1619
38,6.1,10.2,73.09,2.95,37.209999999999994,5342.1481,8.7025,445.849,17.995,745.518,2,0,0,38,0.6084768701151261,0.7935716089521474,0.9657399376548549,0.2595117970697999,0.9242907221930934,-0.3816892202666588,False,False,1709
39,4.1,4.9,53.25,23.53,16.81,2835.5625,553.6609000000001,218.325,96.473,260.925,2,1,0,39,0.6220467484408675,0.7829801036770628,0.9741004551724205,0.22611568550828828,0.9033558023246845,-0.4288919379124835,False,False,1526
40,0.5,2.2,48.98,12.27,0.25,2399.0404,150.5529,24.49,6.135,107.756,2,2,0,40,0.6354323008901774,0.7721565844991642,0.9813064702716093,0.19245158197082998,0.8800122039735357,-0.47495107206704995,True,False,1603
41,0.9,2.5,43.3,14.43,0.81,1874.8899999999996,208.2249,38.97,12.987,108.25,2,3,0,41,0.6486295610349814,0.7611042586607747,0.9873494423939864,0.15855938510313478,0.854322169749827,-0.5197438121555155,False,False,1536
42,2.8,5.7,50.13,7.06,7.839999999999999,2513.0169,49.843599999999995,140.364,19.767999999999997,285.74100000000004,2,4,0,42,0.6616346182422783,0.7498264012045686,0.9922222094179323,0.12447926388678915,0.8263541987239096,-0.5631507242749186,False,False,1743
43,4.1,6.6,53.87,13.22,16.81,2901.9768999999997,174.7684,220.86699999999996,54.202,355.542,2,5,1,43,0.6744436188329455,0.7383263540031065,0.995918996147179,0.09025161003104117,0.7961828637826158,-0.6050560696488488,False,False,1468
44,8.0,11.2,45.28,16.96,64.0,2050.2784,287.64160000000004,362.24,135.68,507.13599999999997,2,6,1,44,0.6870527672236669,0.7266075247685656,0.9984354211555643,0.055916990100603484,0.7638886127905428,-0.6453481132295501,False,False,1588
45,12.0,14.9,37.21,27.16,144.0,1384.5841,737.6656,446.52,325.92,554.429,2,0,0,45,0.6994583270516471,0.7146733860429609,0.9997685019798909,0.021516097436222254,0.7295575540864875,-0.6839194216246106,False,False,1910
46,5.9,7.7,31.12,18.94,34.81,968.4544000000001,358.72360000000003,183.608,111.74600000000001,239.62400000000002,2,1,0,46,0.7116566222817746,0.7025274741691571,0.9999166586547379,-0.01291029607500882,0.6932812268869777,-0.7206671495538609,False,False,1813
47,8.0,10.8,41.92,16.37,64.0,1757.2864000000002,267.97690000000006,335.36,130.96,452.73600000000005,2,2,0,47,0.7236440382959124,0.6901733882429719,0.9988797155850336,-0.04732138832243185,0.6551563572090853,-0.7554933140726803,False,False,2109
48,12.9,16.4,49.99,14.96,166.41,2499.0001,223.80160000000004,644.8710000000001,192.984,819.836,2,3,0,48,0.7354170229639855,0.6776147890466889,0.9966589017541702,-0.08167639533042241,0.6152845999633276,-0.7883050558305255,False,False,2470
49,16.4,20.6,51.15,17.22,268.96,2616.3224999999998,296.5284,838.8599999999999,282.40799999999996,1053.69,2,4,0,49,0.7469720876965552,0.6648553979642865,0.9932568492674143,-0.11593459959550041,0.5737722679043246,-0.8190148866680801,False,False,2925
50,11.4,14.6,18.6,32.99,129.96,345.96000000000004,1088.3401000000001,212.04000000000002,376.086,271.56,2,5,1,50,0.7583058084785624,0.6518989958787126,0.9886775902323405,-0.1500553983446526,0.5307300481619334,-0.8475409228928311,False,False,1631
51,6.7,8.9,40.37,14.51,44.89,1629.7368999999999,210.5401,270.479,97.217,359.293,2,6,1,51,0.7694148268839378,0.6387494220515272,0.9829265519799822,-0.18399835165768005,0.48627270710869,-0.8738071036110808,False,False,1807
52,7.4,9.2,59.89,20.01,54.760000000000005,3586.8121,400.40010000000007,443.18600000000004,148.074,550.9879999999999,2,0,0,52,0.7802958510707755,0.6254105729852463,0.9760105506323683,-0.21772323039653177,0.440518784350495,-0.8977433935342337,True,False,1105
53,2.5,4.3,57.2,12.72,6.25,3271.84,161.79840000000002,143.0,31.8,245.96,2,1,0,53,0.7909456567567772,0.6118864012687243,0.9679377830240642,-0.25119006388481935,0.39359027665646673,-0.9192859697186104,False,False,1446
54,4.1,7.3,41.88,6.12,16.81,1753.9344000000003,37.4544,171.708,25.092,305.724,2,2,0,54,0.8013610881746766,0.5981809144059164,0.9587178169872964,-0.2843591872810034,0.3456123126707335,-0.9383773917408641,False,False,1914
55,7.1,9.5,69.04,16.28,50.41,4766.521600000001,265.0384,490.184,115.58800000000001,655.8800000000001,2,3,0,55,0.811539059007361,0.5842981736283684,0.9483615800121715,-0.3171912885891061,0.29671281927349075,-0.9549667548552551,True,False,1804
56,9.9,12.5,70.51,22.53,98.01,4971.660100000001,507.6009,698.0490000000001,223.04700000000003,881.3750000000001,2,4,0,56,0.8214765533024142,0.5702422926917871,0.9368813462954315,-0.3496474552512284,0.24702218048093552,-0.9690098257244062,True,False,1458
57,6.6,9.1,53.25,12.13,43.559999999999995,2835.5625,147.13690000000003,351.45,80.058,484.575,2,5,1,57,0.8311706263658079,0.5560174366570446,0.9242907221930934,-0.3816892202666588,0.19667288979357647,-0.980469160361632,False,False,1965
58,9.1,12.6,67.32,8.14,82.80999999999999,4531.982399999999,66.2596,612.612,74.074,848.2319999999999,2,6,1,58,0.8406184056344782,0.5416278206559814,0.9106046300942163,-0.4132786077829042,0.1457991969198751,-0.9893142039703663,False,False,2396
59,11.7,15.0,86.76,18.83,136.89,7527.297600000001,354.5688999999999,1015.092,220.31099999999998,1301.4,2,0,0,59,0.8498170915275278,0.5270777086423722,0.895839290734909,-0.4443781781046132,0.09453674981719912,-0.9955213724144752,True,False,1443
60,5.9,8.2,52.97,14.07,34.81,2805.8208999999997,197.9649,312.523,83.013,434.3539999999999,3,1,0,60,0.8587639582758029,0.5123714121284237,0.8800122039735357,-0.47495107206704995,0.04302223300453059,-0.99907411510223,False,False,1847
61,8.7,11.0,44.51,20.01,75.68999999999998,1981.1400999999998,400.40010000000007,387.23699999999997,174.087,489.60999999999996,3,2,0,61,0.8674563547295968,0.49751328890718066,0.8631421280499114,-0.5049610547215204,-0.008606996888688009,-0.9999629591162655,False,False,2132
62,3.1,5.0,31.51,14.67,9.610000000000001,992.8801000000001,215.2089,97.68100000000001,45.477000000000004,157.55,3,3,0,62,0.8758917051442429,0.48250774176121847,0.8452490573530633,-0.5343725582809786,-0.060213277365792774,-0.9981855344718586,False,False,1682
63,5.7,7.8,60.43,13.22,32.49,3651.7849,174.7684,344.451,75.354,471.354,3,4,0,63,0.8840675099433636,0.4673592171580022,0.8263541987239096,-0.5631507242749186,-0.11165900712169444,-0.9937465804361781,True,False,1940
64,10.8,13.9,78.13,16.37,116.64000000000001,6104.296899999999,267.97690000000006,843.804,176.79600000000002,1086.007,3,5,1,64,0.8919813464595485,0.45207220393230435,0.8064799463209448,-0.5912614448635781,-0.16280701293851646,-0.9866579328916572,True,False,2073
65,10.4,13.3,93.88,22.31,108.16000000000001,8813.454399999999,497.73609999999996,976.352,232.024,1248.604,3,6,1,65,0.8996308696522433,0.43665123195606403,0.7856498550787147,-0.6186714032625031,-0.2135209154397959,-0.9769384927771817,True,False,608
66,5.7,6.9,54.58,22.19,32.49,2978.9764,492.39610000000005,311.106,126.48300000000002,376.60200000000003,3,0,0,66,0.9070138128026359,0.4211008707960896,0.7638886127905428,-0.6453481132295501,-0.2636654927280072,-0.9646141756912435,False,False,1867
67,7.0,10.1,41.66,7.84,49.0,1735.5555999999997,61.465599999999995,291.62,54.879999999999995,420.76599999999996,3,1,0,67,0.9141279881853337,0.40542572835999735,0.741222010848596,-0.6712599575675313,-0.3131070409358267,-0.9497178427914317,False,False,2134
68,7.1,9.3,76.77,14.31,50.41,5893.6329,204.7761,545.0669999999999,101.601,713.961,3,2,0,68,0.9209712877166346,0.38963044953078796,0.717676913675962,-0.6963762255968722,-0.3617137307297674,-0.9322892131745134,True,False,1886
69,11.0,14.3,0.0,17.02,121.0,0.0,289.68039999999996,0.0,187.22,0.0,3,3,0,69,0.9275416835791966,0.37371971479046906,0.6932812268869777,-0.7206671495538609,-0.4093559588156211,-0.9123747579707274,False,True,619
70,8.0,10.2,64.31,15.14,64.0,4135.7761,229.2196,514.48,121.12,655.962,3,4,0,70,0.9338372288229252,0.35769823883312546,0.6680638642135335,-0.7441039398713607,-0.455906693508459,-0.8900275764346766,True,False,1974
71,8.5,11.3,58.86,14.35,72.25,3464.4996,205.92249999999999,500.31,121.975,665.118,3,5,1,71,0.9398560579418954,0.3415707691678556,0.6420547132365637,-0.766658819300159,-0.5012418134457756,-0.8653072543632061,False,False,2127
72,10.8,14.0,52.21,17.59,116.64000000000001,2725.8841,309.4081,563.868,189.972,730.94,3,6,1,72,0.9455963874271426,0.3253420847119801,0.6152845999633276,-0.7883050558305255,-0.5452404385406507,-0.8382797052177745,False,False,2415
73,8.3,11.6,49.2,8.9,68.89000000000001,2420.6400000000003,79.21000000000001,408.36000000000007,73.87,570.72,3,0,0,73,0.9510565162951535,0.30901699437494745,0.5877852522924732,-0.8090169943749473,-0.5877852522924734,-0.8090169943749472,False,False,2042
74,8.0,10.9,64.91,11.98,64.0,4213.308099999999,143.52040000000002,519.28,95.84,707.519,3,1,0,74,0.9562348265919056,0.29260033563334836,0.5595892624101765,-0.8287700871745038,-0.6287628145958345,-0.7775971469736268,True,False,2052
75,10.0,13.3,76.88,13.2,100.0,5910.5344,174.23999999999998,768.8,132.0,1022.504,3,2,0,75,0.9611297838723007,0.27609697309746883,0.5307300481619334,-0.8475409228928311,-0.6680638642135333,-0.7441039398713608,True,False,2189
76,12.0,15.5,59.69,13.62,144.0,3562.8961,185.50439999999998,716.28,163.44,925.1949999999999,3,3,0,76,0.9657399376548549,0.2595117970697999,0.5012418134457758,-0.865307254363206,-0.7055836101071774,-0.70862667826446,False,False,2741
77,17.1,21.4,52.0,15.02,292.41,2704.0,225.60039999999998,889.2,256.84200000000004,1112.8,3,4,0,77,0.9700639218515071,0.2428497220959356,0.4711595076738638,-0.8820480249558537,-0.7412220108485957,-0.6712599575675315,False,False,3237
78,14.4,18.3,37.54,23.93,207.36,1409.2515999999998,572.6449,540.576,344.592,686.982,3,5,1,78,0.9741004551724205,0.22611568550828828,0.440518784350495,-0.8977433935342337,-0.7748840413670406,-0.6321034111873488,False,False,3115
79,8.6,11.3,46.9,13.5,73.96,2199.6099999999997,182.25,403.34,116.1,529.97,3,6,1,79,0.9778483415056568,0.20931464596304847,0.4093559588156213,-0.9123747579707273,-0.8064799463209447,-0.5912614448635783,False,False,2466
80,12.6,15.5,73.0,18.77,158.76,5329.0,352.31289999999996,919.8,236.50199999999998,1131.5,3,0,0,80,0.9813064702716093,0.19245158197082998,0.3777079652039649,-0.9259247771938498,-0.8359254794186365,-0.5488429582847199,True,False,2073
81,13.1,17.0,61.83,14.67,171.60999999999999,3822.9489,215.2089,809.973,192.177,1051.11,3,1,0,81,0.9844738167520922,0.1755314904214282,0.3456123126707335,-0.9383773917408641,-0.8631421280499115,-0.5049610547215202,False,False,2698
82,9.2,11.9,83.12,15.23,84.63999999999999,6908.934400000001,231.9529,764.704,140.11599999999999,989.128,3,2,0,82,0.9873494423939864,0.15855938510313478,0.3131070409358269,-0.9497178427914316,-0.888057322629493,-0.4597327394521046,True,False,2116
83,6.7,8.5,79.78,15.85,44.89,6364.8484,251.2225,534.5260000000001,106.19500000000001,678.13,3,3,0,83,0.989932495087353,0.141540295217043,0.2802306751992159,-0.9599326896597447,-0.9106046300942162,-0.41327860778290443,True,False,1859
84,5.8,7.8,49.01,15.0,33.64,2401.9800999999998,225.0,284.258,87.0,382.27799999999996,3,4,0,84,0.9922222094179323,0.12447926388678915,0.24702218048093552,-0.9690098257244062,-0.9307239310379793,-0.3657225234972692,False,False,2207
85,5.9,7.9,39.02,13.62,34.81,1522.5604000000003,185.50439999999998,230.21800000000005,80.358,308.25800000000004,3,5,1,85,0.994217906893952,0.10738134666416309,0.21352091543979612,-0.9769384927771817,-0.9483615800121716,-0.31719128858910595,False,False,2490
86,5.4,7.5,48.9,11.98,29.160000000000004,2391.21,143.52040000000002,264.06,64.69200000000001,366.75,3,6,1,86,0.995918996147179,0.09025161003104117,0.1797665857255624,-0.9837092937736097,-0.9634705485641486,-0.26781430516217486,True,False,1690
87,5.8,7.9,29.92,13.79,33.64,895.2064000000001,190.1641,173.536,79.982,236.36800000000002,3,0,0,87,0.9973249731081555,0.07309512989807777,0.1457991969198751,-0.9893142039703663,-0.9760105506323682,-0.21772323039653224,False,False,2025
88,7.4,9.6,31.1,14.75,54.760000000000005,967.21,217.5625,230.14000000000001,109.15,298.56,3,1,0,88,0.9984354211555643,0.055916990100603484,0.11165900712169512,-0.993746580436178,-0.9859481499638303,-0.1670516255021195,False,False,2422
89,7.3,9.9,64.02,11.24,53.29,4098.560399999999,126.33760000000001,467.34599999999995,82.05199999999999,633.798,3,2,0,89,0.9992500112396835,0.03872228089217446,0.07738647923346301,-0.9970011699250151,-0.9932568492674143,-0.11593459959550066,True,False,1535
90,6.0,7.9,90.91,14.15,36.0,8264.6281,200.2225,545.46,84.9,718.189,3,3,0,90,0.9997685019798909,0.021516097436222254,0.04302223300453059,-0.99907411510223,-0.9979171608653922,-0.06450844944931625,False,True,1680
91,7.3,9.2,67.94,16.82,53.29,4615.843599999999,282.9124,495.962,122.786,625.0479999999999,4,4,0,91,0.9999907397361901,0.004303538296244289,0.008606996888688698,-0.9999629591162655,-0.9999166586547379,-0.012910296075008843,True,False,2225
92,7.9,10.8,64.72,12.81,62.410000000000004,4188.6784,164.0961,511.288,101.19900000000001,698.976,4,5,1,92,0.9999166586547379,-0.01291029607500882,-0.02581844022713239,-0.9996666485105112,-0.9992500112396835,0.03872228089217399,True,False,2251
93,10.5,13.9,47.52,11.84,110.25,2258.1504000000004,140.1856,498.96000000000004,124.32,660.528,4,6,1,93,0.9995462806873573,-0.030120304846908114,-0.060213277365792774,-0.9981855344718586,-0.9959189961471792,0.0902516100310407,False,False,3245
94,18.5,22.1,42.2,25.06,342.25,1780.8400000000001,628.0035999999999,780.7,463.60999999999996,932.6200000000001,4,0,0,94,0.9988797155850336,-0.04732138832243185,-0.09453674981719933,-0.9955213724144752,-0.989932495087353,0.141540295217043,False,False,3111
95,12.0,14.9,63.57,25.22,144.0,4041.1449000000002,636.0483999999999,762.84,302.64,947.193,4,1,0,95,0.9979171608653922,-0.06450844944931623,-0.12874817745258066,-0.99167731989929,-0.9813064702716093,0.19245158197082995,True,False,1792
96,11.0,14.4,46.61,17.1,121.0,2172.4921,292.41,512.71,188.10000000000002,671.184,4,2,0,96,0.9966589017541702,-0.08167639533042241,-0.16280701293851646,-0.9866579328916572,-0.970063921851507,0.2428497220959358,False,False,2803
97,12.9,16.7,59.69,10.55,166.41,3562.8961,111.30250000000001,770.001,136.095,996.8229999999999,4,3,0,97,0.9951053111006976,-0.09882013873287143,-0.19667288979357622,-0.9804691603616321,-0.9562348265919058,0.2926003356333479,False,False,3136
98,8.8,11.2,82.79,14.75,77.44000000000001,6854.184100000001,217.5625,728.5520000000001,129.8,927.248,4,4,0,98,0.9932568492674143,-0.11593459959550041,-0.23030567023061196,-0.973118337233262,-0.9398560579418953,0.341570769167856,True,False,1466
99,9.0,12.1,86.87,8.65,81.0,7546.396900000001,74.8225,781.83,77.85000000000001,1051.127,4,5,1,99,0.9911140639934547,-0.1330147065341959,-0.2636654927280072,-0.9646141756912435,-0.9209712877166346,0.38963044953078774,True,False,2452
100,12.5,16.3,84.89,9.54,156.25,7206.3121,91.01159999999999,1061.125,119.24999999999999,1383.707,4,6,1,100,0.9886775902323405,-0.1500553983446526,-0.2967128192734901,-0.9549667548552553,-0.8996308696522434,0.4366512319560638,True,False,2893
101,19.4,23.3,70.98,21.09,376.35999999999996,5038.160400000001,444.7881,1377.012,409.14599999999996,1653.834,4,0,0,101,0.9859481499638304,-0.16705162550211924,-0.3294084822245302,-0.9441875088341994,-0.8758917051442433,0.48250774176121763,True,False,3346
102,15.6,19.7,73.18,17.87,243.35999999999999,5355.312400000001,319.3369,1141.6080000000002,278.772,1441.6460000000002,4,1,0,102,0.9829265519799822,-0.18399835165768005,-0.3617137307297674,-0.9322892131745134,-0.8498170915275277,0.5270777086423724,True,False,2035
103,11.9,15.9,81.1,16.29,141.61,6577.209999999999,265.36409999999995,965.0899999999999,193.851,1289.49,4,2,0,103,0.9796136916454901,-0.20089055513063506,-0.39359027665646645,-0.9192859697186105,-0.8214765533024145,0.5702422926917867,True,False,2161
104,14.2,18.1,53.5,7.2,201.64,2862.25,51.84,759.6999999999999,102.24,968.35,4,3,0,104,0.9760105506323683,-0.21772323039653177,-0.42500033996955394,-0.9051931898913975,-0.7909456567567774,0.6118864012687242,False,False,3262
105,13.3,17.1,66.45,14.71,176.89000000000001,4415.6025,216.38410000000002,883.7850000000001,195.64300000000003,1136.295,4,4,0,105,0.9721181966290613,-0.23449138957040985,-0.455906693508459,-0.8900275764346766,-0.7583058084785625,0.6518989958787125,False,False,3128
106,12.7,16.3,87.94,22.15,161.29,7733.4436,490.62249999999995,1116.838,281.30499999999995,1433.422,4,5,1,106,0.9679377830240642,-0.25119006388481935,-0.4862727071086902,-0.8738071036110807,-0.7236440382959123,0.690173388242972,False,True,791
107,13.7,17.3,47.48,19.73,187.68999999999997,2254.3504,389.2729,650.4759999999999,270.301,821.404,4,6,1,107,0.9634705485641488,-0.2678143051621742,-0.5160623910158526,-0.8565509959010037,-0.6870527672236675,0.726607524768565,False,False,3741
108,16.0,20.2,53.71,10.63,256.0,2884.7641,112.99690000000001,859.36,170.08,1084.942,4,0,0,108,0.9587178169872964,-0.2843591872810034,-0.5452404385406507,-0.8382797052177745,-0.6486295610349818,0.7611042586607742,False,False,3427
109,15.7,19.5,65.92,10.27,246.48999999999998,4345.4464,105.4729,1034.944,161.23899999999998,1285.44,4,1,0,109,0.9536809966304457,-0.30081980763566735,-0.5737722679043243,-0.8190148866680802,-0.6084768701151264,0.7935716089521472,True,False,3201
110,19.4,23.2,60.8,15.73,376.35999999999996,3696.64,247.43290000000002,1179.5199999999998,305.162,1410.56,4,2,0,110,0.9483615800121715,-0.3171912885891061,-0.6016240632249227,-0.7987793728863648,-0.5667017562911184,0.8239230057575536,False,False,3941
111,13.8,17.7,40.3,21.14,190.44000000000003,1624.0899999999997,446.8996,556.14,291.732,713.31,4,3,0,111,0.9427611433904207,-0.3334687789181868,-0.6287628145958345,-0.7775971469736268,-0.5234156073655503,0.8520775211013093,False,False,4185
